SubmissionId,SubmissionDateOnly,SubmissionTimeOnly,UserId,DistrictName,UpazilaName,ItemsToChoose,PurchaseUnit,Price
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Salt,1 kg,25
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Sugar,1 kg,128
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Eggs,1 Hali,46
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Chicken,1 kg,290
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Potato,1 kg,120
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Eggplant,1 kg,60
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Onion,1 kg,70
71c3316e-9cfb-4e4c-bf4b-7de9c2acd876,13/12/2024,13:34:52,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Green Chilli,1 kg,80
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Rice,1 kg,60
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Flour,1 kg,60
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Lentil,1 kg,110
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Salt,1 kg,40
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Eggs,1 Hali,48
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Chicken,1 kg,180
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Potato,1 kg,100
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Eggplant,1 kg,50
2c702645-a666-4b1a-a901-07a8f405beb5,13/12/2024,13:38:38,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Onion,1 kg,80
e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9,13/12/2024,13:40:36,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Rice,1 kg,60
e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9,13/12/2024,13:40:36,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Lentil,1 kg,130
e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9,13/12/2024,13:40:36,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Potato,1 kg,75
e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9,13/12/2024,13:40:36,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Onion,1 kg,90
df67a8c1-667c-4dd5-85ee-cc7e9609a3f1,13/12/2024,13:42:23,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Rice,1 kg,92
df67a8c1-667c-4dd5-85ee-cc7e9609a3f1,13/12/2024,13:42:23,2121cd939eb18e4942dc891e4d49dd06,Rajshahi,Boalia,Lentil,1 kg,140
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Lentil,1 kg,140
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Soybean Oil,1L,185
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Eggs,1 Hali,50
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Chicken,1 kg,200
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Potato,1 kg,90
3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4,13/12/2024,15:26:53,173dcb872759ee4b05745b23a2e7ae34,Bogra,Nandigram,Onion,1 kg,120
b4e4aabd-76e4-4a38-a698-1e3087011d56,13/12/2024,15:34:53,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Matihar,Potato,1 kg,120
b4e4aabd-76e4-4a38-a698-1e3087011d56,13/12/2024,15:34:53,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Matihar,Onion,1 kg,110
b4e4aabd-76e4-4a38-a698-1e3087011d56,13/12/2024,15:34:53,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Matihar,Green Chilli,1 kg,200
872f17ff-5dd8-4778-bf4a-ffd3e43aed9d,13/12/2024,15:40:07,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Matihar,Chicken,1 kg,180
872f17ff-5dd8-4778-bf4a-ffd3e43aed9d,13/12/2024,15:40:07,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Matihar,Eggs,1 Hali,55
76960816-b2b4-4cbc-8d7e-8543286948a2,13/12/2024,15:40:49,12bc8f52864c56c3dfbd8905a123f20c,Rajshahi,Rajpara,Green Chilli,1 kg,150
e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6,13/12/2024,15:56:07,12bc8f52864c56c3dfbd8905a123f20c,Bhola,Bhola Sadar,Rice,1 kg,55
e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6,13/12/2024,15:56:07,12bc8f52864c56c3dfbd8905a123f20c,Bhola,Bhola Sadar,Eggplant,1 kg,50
e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6,13/12/2024,15:56:07,12bc8f52864c56c3dfbd8905a123f20c,Bhola,Bhola Sadar,Potato,1 kg,70
5d0795f4-945c-426d-bb2a-7cae96d8c949,13/12/2024,15:57:30,12bc8f52864c56c3dfbd8905a123f20c,Bhola,Bhola Sadar,Potato,1 kg,100
5b25d21d-8238-4d78-8a27-6e6581528919,13/12/2024,16:01:51,12bc8f52864c56c3dfbd8905a123f20c,Bhola,Bhola Sadar,Lentil,1 kg,130
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Rice,1 kg,70
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Lentil,1 kg,120
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Soybean Oil,1L,170
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Flour,1 kg,44
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Salt,1 kg,42
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Sugar,1 kg,125
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Eggs,1 Hali,46
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Chicken,1 kg,160
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Potato,1 kg,75
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Eggplant,1 kg,70
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Onion,1 kg,130
81599a56-3da4-43f1-945f-960462cd7a7b,13/12/2024,18:25:03,2e714926004c88ebae4732420decc6ad,Rajshahi,Matihar,Green Chilli,1 kg,200
c6d2428d-6a21-42e6-a6c1-a545c20b5e02,13/12/2024,22:43:46,3f79451882db96a21d00211e6733ed69,Satkhira,Satkhira Sadar,Eggs,1 Hali,44
c6d2428d-6a21-42e6-a6c1-a545c20b5e02,13/12/2024,22:43:46,3f79451882db96a21d00211e6733ed69,Satkhira,Satkhira Sadar,Chicken,1 kg,295
99d8eed4-bcb3-43fb-a836-a58c82191724,13/12/2024,23:54:47,fac23943615c3724d0894d7c0fcbd59d,Dhaka,Badda,Rice,1 kg,60
99d8eed4-bcb3-43fb-a836-a58c82191724,13/12/2024,23:54:47,fac23943615c3724d0894d7c0fcbd59d,Dhaka,Badda,Lentil,1 kg,120
99d8eed4-bcb3-43fb-a836-a58c82191724,13/12/2024,23:54:47,fac23943615c3724d0894d7c0fcbd59d,Dhaka,Badda,Soybean Oil,1L,170
99d8eed4-bcb3-43fb-a836-a58c82191724,13/12/2024,23:54:47,fac23943615c3724d0894d7c0fcbd59d,Dhaka,Badda,Green Chilli,1 kg,100
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Rice,1 kg,78
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Flour,1 kg,70
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Lentil,1 kg,120
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Soybean Oil,1L,210
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Salt,1 kg,40
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Sugar,1 kg,136
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Eggs,1 Hali,46
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Chicken,1 kg,225
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Potato,1 kg,75
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Eggplant,1 kg,55
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Onion,1 kg,120
c40ab17b-aabb-4f96-9c27-e720a5b1ebc5,14/12/2024,3:30:14,99bb15d88bd10d920ac1935d4178f920,Rajshahi,Matihar,Green Chilli,1 kg,90
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Rice,1 kg,80
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Flour,1 kg,50
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Soybean Oil,1L,168
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Sugar,1 kg,135
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Chicken,1 kg,165
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Potato,1 kg,80
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Eggplant,1 kg,55
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Onion,1 kg,80
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Eggs,1 Hali,48
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Green Chilli,1 kg,60
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Salt,1 kg,40
b7514333-d231-4679-8e63-b157f552a420,14/12/2024,5:13:42,d547544b4104adf9c8861778073e43bc,Rajshahi,Matihar,Lentil,1 kg,110
d2224997-eb09-4d6f-ad8c-501702c8349e,14/12/2024,6:36:30,3f79451882db96a21d00211e6733ed69,Dhaka,Mirpur,Soybean Oil,1L,200
d2224997-eb09-4d6f-ad8c-501702c8349e,14/12/2024,6:36:30,3f79451882db96a21d00211e6733ed69,Dhaka,Mirpur,Eggs,1 Hali,50
d2224997-eb09-4d6f-ad8c-501702c8349e,14/12/2024,6:36:30,3f79451882db96a21d00211e6733ed69,Dhaka,Mirpur,Chicken,1 kg,300
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Rice,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Flour,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Lentil,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Soybean Oil,1L,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Salt,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Eggs,1 Hali,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Chicken,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Potato,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Eggplant,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Onion,1 kg,NA
f9d0eeca-12f8-4eba-8792-a77be4d9af71,14/12/2024,13:41:06,7b7a5d99d4b5c147a536d7fba7923a3f,Khulna,Sonadanga,Green Chilli,1 kg,NA
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Rice,1 kg,70
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Flour,1 kg,53
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Soybean Oil,1L,155
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Lentil,1 kg,160
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Eggs,1 Hali,50
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Sugar,1 kg,140
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Salt,1 kg,40
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Chicken,1 kg,350
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Potato,1 kg,70
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Green Chilli,1 kg,NA
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Onion,1 kg,NA
1525439c-f474-4598-98e0-648b57b5550c,14/12/2024,13:46:04,f73147df75234144d55243229ca6726b,Pabna,Sujanagar,Eggplant,1 kg,50
1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1,14/12/2024,15:05:30,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Potato,1 kg,100
1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1,14/12/2024,15:05:30,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Onion,1 kg,100
1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1,14/12/2024,15:05:30,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Eggplant,1 kg,50
1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1,14/12/2024,15:05:30,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Green Chilli,1 kg,80
1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1,14/12/2024,15:05:30,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Eggs,1 Hali,46
03d65280-cf0d-4bd4-bfe8-64f171a50a13,14/12/2024,15:06:43,c15251cff68faccf4b27b37e8eb11447,Rajshahi,Matihar,Potato,1 kg,100
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Rice,1 kg,66
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Flour,1 kg,56
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Lentil,1 kg,140
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Soybean Oil,1L,173
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Salt,1 kg,60
ec8080d2-463e-4e0a-8be4-95080ddd775a,14/12/2024,16:28:54,572d1680512266ab142dd3e235069a1f,Rajshahi,Matihar,Sugar,1 kg,175
