"SubmissionId","SubmissionDateOnly","SubmissionTimeOnly","UserId","DistrictName","ItemsToChoose","PurchaseUnit","Price","Comments"
"71c3316e-9cfb-4e4c-bf4b-7de9c2acd876",2024-12-13,"13:34:52","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Green Chilli","1kg",80,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Rice","1kg",60,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Flour","1kg",60,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Lentil","1kg",110,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Salt","1kg",40,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Eggs","4 eggs",48,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Chicken","1kg",180,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Potato","1kg",100,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Eggplant","1kg",50,NA
"2c702645-a666-4b1a-a901-07a8f405beb5",2024-12-13,"13:38:38","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Onion","1kg",80,NA
"e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9",2024-12-13,"13:40:36","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Rice","1kg",60,NA
"e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9",2024-12-13,"13:40:36","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Lentil","1kg",130,NA
"e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9",2024-12-13,"13:40:36","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Potato","1kg",75,NA
"e6f9d9fe-bd80-45e6-8b70-a5f4a9c4eda9",2024-12-13,"13:40:36","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Onion","1kg",90,NA
"df67a8c1-667c-4dd5-85ee-cc7e9609a3f1",2024-12-13,"13:42:23","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Rice","1kg",92,NA
"df67a8c1-667c-4dd5-85ee-cc7e9609a3f1",2024-12-13,"13:42:23","2121cd939eb18e4942dc891e4d49dd06","Rajshahi","Lentil","1kg",140,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Lentil","1kg",140,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Soybean Oil","1L",185,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Eggs","4 eggs",50,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Chicken","1kg",200,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Potato","1kg",90,NA
"3ba0f00c-3bd4-4756-b488-d1fcaaabc5c4",2024-12-13,"15:26:53","173dcb872759ee4b05745b23a2e7ae34","Bogra","Onion","1kg",120,NA
"b4e4aabd-76e4-4a38-a698-1e3087011d56",2024-12-13,"15:34:53","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Potato","1kg",120,NA
"b4e4aabd-76e4-4a38-a698-1e3087011d56",2024-12-13,"15:34:53","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Onion","1kg",110,NA
"b4e4aabd-76e4-4a38-a698-1e3087011d56",2024-12-13,"15:34:53","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Green Chilli","1kg",200,NA
"872f17ff-5dd8-4778-bf4a-ffd3e43aed9d",2024-12-13,"15:40:07","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Chicken","1kg",180,NA
"872f17ff-5dd8-4778-bf4a-ffd3e43aed9d",2024-12-13,"15:40:07","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Eggs","4 eggs",55,NA
"76960816-b2b4-4cbc-8d7e-8543286948a2",2024-12-13,"15:40:49","12bc8f52864c56c3dfbd8905a123f20c","Rajshahi","Green Chilli","1kg",150,NA
"e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6",2024-12-13,"15:56:07","12bc8f52864c56c3dfbd8905a123f20c","Bhola","Rice","1kg",55,NA
"e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6",2024-12-13,"15:56:07","12bc8f52864c56c3dfbd8905a123f20c","Bhola","Eggplant","1kg",50,NA
"e78b4cba-d3e7-45a1-8ae0-d89ad27fb7b6",2024-12-13,"15:56:07","12bc8f52864c56c3dfbd8905a123f20c","Bhola","Potato","1kg",70,NA
"5d0795f4-945c-426d-bb2a-7cae96d8c949",2024-12-13,"15:57:30","12bc8f52864c56c3dfbd8905a123f20c","Bhola","Potato","1kg",100,NA
"5b25d21d-8238-4d78-8a27-6e6581528919",2024-12-13,"16:01:51","12bc8f52864c56c3dfbd8905a123f20c","Bhola","Lentil","1kg",130,NA
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Rice","1kg",70,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Lentil","1kg",120,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Soybean Oil","1L",170,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Flour","1kg",44,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Salt","1kg",42,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Sugar","1kg",125,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Eggs","4 eggs",46,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Chicken","1kg",160,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Potato","1kg",75,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Eggplant","1kg",70,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Onion","1kg",130,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"81599a56-3da4-43f1-945f-960462cd7a7b",2024-12-13,"18:25:03","2e714926004c88ebae4732420decc6ad","Rajshahi","Green Chilli","1kg",200,"কাচা সবজির দাম সকালে কিছুটা বেশি, বিকেলে একটু কম সকালের তুলনায়।"
"c6d2428d-6a21-42e6-a6c1-a545c20b5e02",2024-12-13,"22:43:46","3f79451882db96a21d00211e6733ed69","Satkhira","Eggs","4 eggs",44,NA
"c6d2428d-6a21-42e6-a6c1-a545c20b5e02",2024-12-13,"22:43:46","3f79451882db96a21d00211e6733ed69","Satkhira","Chicken","1kg",295,NA
"99d8eed4-bcb3-43fb-a836-a58c82191724",2024-12-13,"23:54:47","fac23943615c3724d0894d7c0fcbd59d","Dhaka","Rice","1kg",60,"Test entry"
"99d8eed4-bcb3-43fb-a836-a58c82191724",2024-12-13,"23:54:47","fac23943615c3724d0894d7c0fcbd59d","Dhaka","Lentil","1kg",120,"Test entry"
"99d8eed4-bcb3-43fb-a836-a58c82191724",2024-12-13,"23:54:47","fac23943615c3724d0894d7c0fcbd59d","Dhaka","Soybean Oil","1L",170,"Test entry"
"99d8eed4-bcb3-43fb-a836-a58c82191724",2024-12-13,"23:54:47","fac23943615c3724d0894d7c0fcbd59d","Dhaka","Green Chilli","1kg",100,"Test entry"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Rice","1kg",78,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Flour","1kg",70,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Lentil","1kg",120,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Soybean Oil","1L",210,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Salt","1kg",40,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Sugar","1kg",136,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Eggs","4 eggs",46,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Chicken","1kg",225,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Potato","1kg",75,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Eggplant","1kg",55,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Onion","1kg",120,"Add the Quantity please 
"
"c40ab17b-aabb-4f96-9c27-e720a5b1ebc5",2024-12-14,"03:30:14","99bb15d88bd10d920ac1935d4178f920","Rajshahi","Green Chilli","1kg",90,"Add the Quantity please 
"
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Rice","1kg",80,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Flour","1kg",50,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Soybean Oil","1L",168,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Sugar","1kg",135,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Chicken","1kg",165,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Potato","1kg",80,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Eggplant","1kg",55,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Onion","1kg",80,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Eggs","4 eggs",48,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Green Chilli","1kg",60,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Salt","1kg",40,"You can give some option for types of eggplant if it is mandatory."
"b7514333-d231-4679-8e63-b157f552a420",2024-12-14,"05:13:42","d547544b4104adf9c8861778073e43bc","Rajshahi","Lentil","1kg",110,"You can give some option for types of eggplant if it is mandatory."
"d2224997-eb09-4d6f-ad8c-501702c8349e",2024-12-14,"06:36:30","3f79451882db96a21d00211e6733ed69","Dhaka","Soybean Oil","1L",200,NA
"d2224997-eb09-4d6f-ad8c-501702c8349e",2024-12-14,"06:36:30","3f79451882db96a21d00211e6733ed69","Dhaka","Eggs","4 eggs",50,NA
"d2224997-eb09-4d6f-ad8c-501702c8349e",2024-12-14,"06:36:30","3f79451882db96a21d00211e6733ed69","Dhaka","Chicken","1kg",300,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Rice","1kg",70,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Flour","1kg",53,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Soybean Oil","1L",155,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Lentil","1kg",160,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Eggs","4 eggs",50,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Sugar","1kg",140,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Salt","1kg",40,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Chicken","1kg",350,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Potato","1kg",70,NA
"1525439c-f474-4598-98e0-648b57b5550c",2024-12-14,"13:46:04","f73147df75234144d55243229ca6726b","Pabna","Eggplant","1kg",50,NA
"1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1",2024-12-14,"15:05:30","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Potato","1kg",100,NA
"1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1",2024-12-14,"15:05:30","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Onion","1kg",100,NA
"1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1",2024-12-14,"15:05:30","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Eggplant","1kg",50,NA
"1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1",2024-12-14,"15:05:30","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Green Chilli","1kg",80,NA
"1060be3c-c5e8-4d8f-8d80-3da4d21ec5c1",2024-12-14,"15:05:30","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Eggs","4 eggs",46,NA
"03d65280-cf0d-4bd4-bfe8-64f171a50a13",2024-12-14,"15:06:43","c15251cff68faccf4b27b37e8eb11447","Rajshahi","Potato","1kg",100,NA
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Rice","1kg",66,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Flour","1kg",56,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Lentil","1kg",140,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Soybean Oil","1L",173,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Salt","1kg",60,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
