"SubmissionId","UserId","Rice","Soybean Oil","Sugar","Green Chilli","Lentil","Flour","Salt","Eggs","Potato","Onion","Chicken","Eggplant"
"f9231d1c-e17d-42db-9443-fa8b88b1f53b","2b8427508a9e3bcf9e579578f6629e08",0,0,0,1,0,0,0,1,1,1,0,0
"5143d867-9747-43b1-9550-ca01d9a30337","2b8427508a9e3bcf9e579578f6629e08",1,0,0,0,0,0,0,0,0,0,0,0
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010","0859ee7098b0fcd674aeb822126f986a",0,1,0,1,1,1,1,1,1,1,1,0
"42b237c2-4fe3-489e-8d23-bdfc381a31cf","886e897b7c9a8a66297d024a696f2c93",1,1,1,1,1,0,1,1,1,1,0,1
"2a402d5d-568b-44cf-9993-503758745d37","cace0976269890ca006283f9703bae92",1,0,0,0,0,0,0,0,0,0,0,0
"92938f7d-9079-4835-8b8c-2977f4dd6e4a","7ceac72b25b304a7f5f0783c2498e89a",1,1,0,1,0,0,0,1,1,1,0,0
"ddf9279c-9050-4a1b-aa80-7921fc510bcd","2e714926004c88ebae4732420decc6ad",1,1,1,1,1,1,1,1,1,1,1,1
"d977bc28-f75d-4f41-bf13-1ff2b812055b","b0090872a6819c04bf810bd47f50ede1",0,0,0,1,0,0,0,0,0,1,1,1
"b38f6524-8ae1-441b-b42d-44854c0fdb29","b0090872a6819c04bf810bd47f50ede1",1,0,0,0,0,0,0,0,0,1,1,0
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f","2b8427508a9e3bcf9e579578f6629e08",1,0,0,1,0,0,0,1,1,1,0,0
"51af0feb-b78e-4085-ac2c-85fecf7455b2","7559c00b13f4d46fd982b2b182878f9f",0,1,0,0,0,0,0,1,1,1,0,0
"3d87201b-4b22-48f8-a1b9-2d0855a5667b","99bb15d88bd10d920ac1935d4178f920",1,1,1,0,1,1,1,1,1,1,1,0
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",1,1,1,1,1,1,1,1,1,1,1,1
"f8f521f7-fafd-415a-94de-b0b36ca46e14","a0c9335099245d8bbb3ca4e5ac7047bb",1,1,1,1,1,1,1,1,1,1,1,1
"fecc3487-cbf0-4630-96c9-fd69d1aff791","c15251cff68faccf4b27b37e8eb11447",1,0,0,0,1,1,0,0,0,0,0,0
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f","da98aeea478e179817116d8e7c93f2ae",1,0,0,1,1,0,0,1,0,1,0,0
"3a161fa8-4815-40c4-bd70-bbdd776d62e9","c15251cff68faccf4b27b37e8eb11447",0,1,0,0,0,0,0,0,0,0,0,0
"4d1f467c-3005-4609-a1d6-f0ae817142f8","4fae513bd1ff426ef54a61fe24c57671",0,1,1,1,1,0,0,1,1,1,1,1
"00b4d60d-22e6-4059-b2ba-77674661e61a","2b8427508a9e3bcf9e579578f6629e08",1,0,0,0,0,0,0,0,1,0,1,0
"f82eabf5-76ab-4dea-93bb-d1a5d300c4c4","2b8427508a9e3bcf9e579578f6629e08",1,1,0,1,1,0,0,0,1,1,1,0
"dcf14ec7-b624-47ee-ba5f-a4f2cd221479","2b8427508a9e3bcf9e579578f6629e08",0,0,0,1,0,0,0,0,0,1,1,0
"ec1635b1-d7a2-4b55-93c9-3cba1d5db6f6","7ceac72b25b304a7f5f0783c2498e89a",0,0,0,0,1,0,0,0,1,0,1,0
"4646cc18-0584-4ac0-a3b3-3dfb41199a31","3d23abb363856a27c7601fd6672bd5c0",1,1,1,1,1,1,1,1,1,1,1,1
"c59399a8-5d15-4ccc-bc19-d435d9737aa8","fae74bc76cf6016774eb072b7ad97bb8",1,1,1,1,1,1,1,1,1,1,1,1
"84b4a7e3-775a-4db0-af3f-7ff8a526fd9d","440341c3c63400d2681133eca75ae6d4",1,1,1,1,1,1,1,1,1,1,1,1
"23b4a9e0-59a9-4968-be80-182063603f1e","3166dcb07fff37f2ac8d17c4c940f8f5",1,1,1,1,0,1,1,1,1,1,1,1
"ac519bf2-ca0d-4936-ab29-ef4186c427a4","3166dcb07fff37f2ac8d17c4c940f8f5",1,0,0,1,0,0,0,1,1,1,1,0
"c7f0a9c6-50b2-49de-8b36-02d11b06c9d6","b1d010371fae7901b9fd0ed15188a671",1,0,0,0,0,0,0,0,0,0,0,0
"23469788-b09a-47ac-b461-134b6363aa58","2121cd939eb18e4942dc891e4d49dd06",0,1,0,1,0,0,0,0,0,1,1,0
"6018b470-99a4-4d27-b1d3-a3d7b4181290","f3798a91ad0d80d42d9454a067bf8e79",1,0,0,1,1,0,0,0,1,1,0,0
"e7ceb2ea-d590-490d-948a-3be6f2a46554","da557a26314e56428547eb9e7598d675",0,0,0,0,0,0,0,1,0,0,0,0
"0570df77-01cf-4769-9c06-58801d3e56da","2b8427508a9e3bcf9e579578f6629e08",0,0,0,0,0,0,0,0,0,0,1,0
"8612fcfc-368e-4c9f-a1a5-a9562813b98e","c15251cff68faccf4b27b37e8eb11447",0,0,1,0,0,1,0,1,0,0,0,0
"1692dbc9-50cc-4fc0-8259-ab12afa8b12c","f0a655c83df418c338ce9002265022e7",1,1,0,0,0,1,0,1,1,1,1,1
"37ff0541-0c37-467a-b06e-c4dfa426cc66","4fae513bd1ff426ef54a61fe24c57671",1,1,0,1,1,1,1,1,1,1,1,1
"ba7c47dd-9b06-4716-b3e9-286b22bb42b4","4fae513bd1ff426ef54a61fe24c57671",1,1,0,0,1,1,0,0,0,1,1,1
"b66cfbcb-dd5c-4de5-85fe-6b80012e530d","da98aeea478e179817116d8e7c93f2ae",1,1,0,1,0,0,0,0,1,0,0,0
"fcd426ad-c73a-40fc-ab59-f0308180474f","4fae513bd1ff426ef54a61fe24c57671",0,0,0,1,0,0,0,0,1,1,1,1
"2342d437-2ef6-4c6e-a565-9fa566c012c6","7ceac72b25b304a7f5f0783c2498e89a",0,0,0,0,0,0,0,0,1,0,1,0
"a5f6f11b-84bb-4e14-9996-4e574354330d","b0090872a6819c04bf810bd47f50ede1",1,0,0,0,0,0,0,1,1,0,0,0
"94ba4f51-7d84-4c04-a74e-0304a116703e","4fae513bd1ff426ef54a61fe24c57671",0,0,0,0,0,0,0,0,1,1,0,0
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",1,1,1,1,1,1,1,1,1,1,1,1
"f2ef47cc-b6b9-48a9-8b67-f5c476aa8378","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,1,0,0,0
"947aa9ce-5256-4f49-b3d3-4013d6f62810","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,1,0,0,0,0
"0ad68c9f-4ccc-4805-a070-aa1f3c20a455","fe131476aa453d8177177dbc868e8265",1,1,1,1,1,1,1,1,1,1,1,1
"4991e9a2-2be9-4a0a-8cf5-773e72cc80da","3664914227ca01da8f9ef9f8beafd0de",0,0,0,0,0,0,0,1,0,0,0,0
"061af77e-cb04-4b69-a065-d64bcda61416","4967a500b3dfcc1bd2ff55e257da144b",0,1,0,0,0,0,0,0,0,0,0,0
"c0a0c551-1ab8-4094-a004-58822f1879a4","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,0,0,0,0,0,1,1,0,0
"c000d8b9-9f01-4bc3-a388-d6702257a550","32b27bb857f6895822425dd993bb2ba0",0,0,0,0,0,0,0,1,0,0,0,0
"58d9c42c-1188-46c3-a71e-6e260525d418","32b27bb857f6895822425dd993bb2ba0",1,1,1,1,1,1,1,1,1,1,1,1
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",1,1,1,1,1,1,1,1,1,1,1,1
"b85ff01e-3e9b-4e7f-aa14-1a3f80fa90ca","99e66a42ebe1fb52c2e80253943a7649",1,1,1,1,1,1,1,1,1,1,1,1
"ac11ee58-38aa-4ae8-b88c-57358b75698a","3664914227ca01da8f9ef9f8beafd0de",0,0,0,1,0,0,0,0,1,0,0,0
"84751893-635a-410b-bd52-b736911ff443","878762455ac497963ccd6ef96aa1a6bc",0,0,0,1,0,0,0,0,0,0,0,0
"8a29a073-804d-4e26-ae4e-3984253c711b","572d1680512266ab142dd3e235069a1f",0,1,0,1,0,1,0,1,1,0,1,0
"d61fed46-069d-4bf1-8208-7e16ca7ef942","fe131476aa453d8177177dbc868e8265",1,1,1,1,1,1,1,1,1,1,0,0
"4a96ae63-a93f-4830-bf9d-c4503b1389f1","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,1,0,0,0,0,0,0,0,0
"e9254abf-a3ef-4ef9-b786-51aed81f9102","fda44baf452965c9df6c0ec4a0a24241",0,0,0,0,0,0,0,0,0,1,0,0
"9e755371-50f4-4956-a928-1ba72c9b18f1","32d18ae835e669ee7a1c08eb59082765",0,1,0,1,0,0,1,1,1,1,1,1
"64d52195-28e0-47d5-8271-59389ac9335a","173dcb872759ee4b05745b23a2e7ae34",0,1,1,1,1,1,1,0,1,1,0,0
"1f2399f8-df23-4ade-9d85-fe0ef90581d5","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"111d4957-a14c-4d2c-b71b-510e3e93b106","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,0,1,0,0
"293f4c95-e57b-473f-8e42-32f43a408828","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,0,1,0,0
"7ea59c49-0737-4411-97e2-8ec773c796ef","c15251cff68faccf4b27b37e8eb11447",0,0,0,1,0,0,0,0,0,0,0,1
"feed8758-f182-49b1-9719-d37c5b236767","fae74bc76cf6016774eb072b7ad97bb8",0,1,0,1,1,0,1,0,1,1,0,1
"0d0c12a3-2709-462b-a6f7-37fc17167c27","b0090872a6819c04bf810bd47f50ede1",0,1,0,0,1,0,0,1,1,0,0,0
"284e84b7-0256-451a-8419-ccda327a9498","2121cd939eb18e4942dc891e4d49dd06",0,1,1,0,0,0,0,0,0,0,0,0
"530c13f4-970d-44c1-be15-77bf2ede0186","2121cd939eb18e4942dc891e4d49dd06",0,0,0,1,0,0,0,0,1,1,1,1
"6a539172-27a7-45b7-bdae-66d2d092c2f0","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,0,1,0,1,0
"7808194f-0787-4735-81db-cc8f905559ac","8dfcd663955096c2ed95e02e2efc5591",0,0,0,0,0,0,0,0,0,0,1,0
"30b7eb26-f5ce-4ced-97b9-ca1d5f934ed1","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,0,1,0,0
"fd2bf233-5878-498b-a3de-0ff406a2dd6a","d547544b4104adf9c8861778073e43bc",1,0,0,1,1,1,0,1,1,1,1,0
"35cba46b-fd33-45ef-b899-b7f702178481","572d1680512266ab142dd3e235069a1f",0,0,0,1,0,0,0,0,1,1,0,0
"77665678-3463-40de-8b47-87e68647e7fa","572d1680512266ab142dd3e235069a1f",0,0,0,1,0,0,0,0,1,1,0,0
"7796c340-1004-4a0d-a51e-164e321a58fb","dba26acade9e3f74e95aacca32cb7e9d",0,0,1,0,0,0,1,1,0,0,0,0
"33573d86-2678-4f06-88c1-d51bd635223f","12bc8f52864c56c3dfbd8905a123f20c",1,0,0,0,0,0,0,0,0,0,1,0
"4b70b4b2-58d2-4f92-9928-5f68d51a08a1","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,0,0,0,0,0,1,1,0,0
"60aae71e-0c12-4b5b-9f6c-f54e785a373b","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,1,0,0,0,0,0,0,0
"5615b6f1-58b4-4cbd-b9dd-f76bc97a667d","b1d010371fae7901b9fd0ed15188a671",1,1,0,0,0,0,0,0,0,0,0,0
"f58435d0-057f-4aea-a6ae-964eab218707","12bc8f52864c56c3dfbd8905a123f20c",0,1,0,0,0,0,1,0,1,1,0,0
"15cf9a50-a5d1-46b2-be55-10803a30b922","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,0,0,0,0,0,0,1,0,0
"c501d54c-dac0-4009-9d7f-f6d3709c59b9","3d23abb363856a27c7601fd6672bd5c0",0,1,1,1,0,0,0,1,1,1,0,0
"038cf941-2a95-4dc7-9f96-50678fdb0acc","def257dca811221bae96896a448afced",0,1,0,1,0,0,0,1,0,1,0,1
"05e90043-916e-4c05-8e1f-6cfc771dc186","2121cd939eb18e4942dc891e4d49dd06",0,0,0,1,0,0,0,0,1,1,1,1
"02246c6a-414a-44b2-bd15-403a9b7da7d9","b0090872a6819c04bf810bd47f50ede1",1,1,0,0,0,0,0,1,0,0,1,0
"0b09616e-a266-4358-88fe-f34035a74c79","def257dca811221bae96896a448afced",0,0,0,0,0,0,0,0,1,1,1,1
"c09f20a0-dcd5-4a83-a6f9-29295dd1033f","b1d010371fae7901b9fd0ed15188a671",1,0,0,1,1,0,0,0,1,1,0,1
"fd14bdd8-ae0a-421e-9e42-7e6bd301cc31","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,0,1,0,0
"bd16acde-a758-43b1-995a-43e8bacbcc5b","064ab8f300fb2dfb5ec142f1afde61ed",0,0,0,0,0,0,0,0,0,1,0,0
"3305c7f6-1882-4f1c-bc00-dbe1939f3068","886e897b7c9a8a66297d024a696f2c93",0,0,0,0,0,0,0,0,1,0,0,0
"0d56c674-43b8-4f60-a1bb-8fb8907c31aa","886e897b7c9a8a66297d024a696f2c93",0,0,0,1,0,0,0,0,0,1,0,1
"dd895f63-b508-4090-be55-e7de70902b80","886e897b7c9a8a66297d024a696f2c93",1,1,1,0,1,1,1,1,0,0,1,0
"dcf738e1-c8ef-4d0c-9b3d-0b0f85811b81","933583c077ff4c73565282b510dd424f",0,0,0,0,0,0,0,0,1,1,1,1
"84c0ef3d-68fb-4dcb-ab6d-a1a648e95508","2b8427508a9e3bcf9e579578f6629e08",1,1,1,1,1,1,1,1,1,1,1,1
"33ae478b-e8ef-4995-a045-a879db0aff08","572d1680512266ab142dd3e235069a1f",0,0,0,0,0,0,0,1,1,1,0,0
"347a9007-efba-4b6a-a6d1-6d733cde1ce6","71c7f4219426d4441355ae3917e30e92",1,0,0,1,0,0,0,1,1,1,1,0
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",1,0,1,1,1,0,0,1,0,0,0,0
"27584ebd-076f-49fe-af09-15da3d4f75e5","2121cd939eb18e4942dc891e4d49dd06",0,0,1,0,1,0,0,1,0,0,0,0
"a35a7561-dfff-47b3-b44b-b161c6387e63","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"6f9c47ca-db9d-47ce-a94b-358fc491b934","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"a5c1b364-4808-4a4e-aa66-7770122922a4","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"40312a4f-b0d3-40af-b0a3-6418bc78561b","886e897b7c9a8a66297d024a696f2c93",0,0,0,0,0,0,0,1,0,0,0,0
"c6d2fc87-6598-482d-bfee-fc6c9c6134b0","2121cd939eb18e4942dc891e4d49dd06",0,1,0,0,0,0,0,0,0,0,0,0
"9f441d18-b9c7-4eb7-b9b9-eddb89bb5bcc","2121cd939eb18e4942dc891e4d49dd06",1,0,0,1,1,0,0,1,1,0,0,1
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",1,1,0,1,1,0,0,1,1,1,1,0
"dd2dee71-3439-485a-81f2-3abaac4ef4d8","2121cd939eb18e4942dc891e4d49dd06",1,0,0,0,0,0,0,1,1,0,1,0
"6de5f703-9fc2-4bdf-863c-082b06c818e2","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,0,0,0,1,0
"f8117c10-c46a-46a7-801d-08a28b604ac6","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,0,0,0,1,0
"e35884a3-4ed1-4074-ac96-c789ada0daf7","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,0,0,0,1,0
"f704b0a2-3143-465d-934c-d3b04c92f1a9","2121cd939eb18e4942dc891e4d49dd06",0,0,1,0,0,0,0,0,0,1,0,0
"d11fcb26-9099-4b8a-b2a4-147fe4ec1547","12bc8f52864c56c3dfbd8905a123f20c",0,1,0,0,0,0,0,0,1,1,0,0
"7d4863e1-f637-4501-b6e1-3462cd9323cc","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"59806d25-fe16-4387-a51d-a54dd81883aa","572d1680512266ab142dd3e235069a1f",1,1,1,1,0,0,0,1,1,1,0,1
"82ee85af-f278-4ba2-9c32-aa55a41ef023","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,0,0,0,0,0,1,0,0,0
"9357e243-c529-4c7c-b380-57bc1a10f829","12bc8f52864c56c3dfbd8905a123f20c",0,1,0,0,0,0,0,0,0,0,0,0
"bc6a1eb3-8c7c-42dd-8777-82a2b30b2c10","2121cd939eb18e4942dc891e4d49dd06",1,1,0,1,0,0,0,0,1,0,0,1
"bf03b1be-fdad-4727-85ba-a5245d527608","3d23abb363856a27c7601fd6672bd5c0",0,1,1,1,0,1,0,1,1,1,0,1
"772e81bd-257d-4bef-bab0-e2ed3ebd3340","c15251cff68faccf4b27b37e8eb11447",0,1,1,1,1,1,1,1,1,1,1,1
"d1d6f210-27f6-472e-931c-fbd5ea24dae4","2121cd939eb18e4942dc891e4d49dd06",0,0,1,0,0,0,0,0,0,0,0,0
"84c29fa2-7f5a-4d5d-b158-3af37e573274","b1d010371fae7901b9fd0ed15188a671",0,0,0,1,0,0,0,0,0,0,0,0
"8b0fe601-90fc-48ff-a30e-3a0717f7a700","2121cd939eb18e4942dc891e4d49dd06",1,1,0,0,0,0,1,0,0,0,0,0
"6d739741-5108-411d-9a2f-8f3b89a52e92","12bc8f52864c56c3dfbd8905a123f20c",0,0,0,0,0,0,0,0,1,1,0,0
"58290cb7-b2b8-4973-9514-7eb921d72040","10647f6e8518d7afd96b1398a86fdd63",1,0,0,0,0,0,0,0,1,0,0,0
"2597438d-7052-420a-acaa-ea45a8b61b29","e4073accc32f02811fa0a6a5079aec27",0,0,0,1,0,0,0,0,1,1,0,1
"9114bfa5-3042-404a-82a4-a946a56b83e6","e4073accc32f02811fa0a6a5079aec27",1,1,1,0,1,1,1,1,0,0,0,0
"7fd736ed-591b-4c8e-b74b-8fe4ada61ca8","b1d010371fae7901b9fd0ed15188a671",1,0,0,1,0,0,0,1,1,1,0,1
"b0eca3c2-5deb-4ef1-8a2e-3e329028a582","b1d010371fae7901b9fd0ed15188a671",1,0,0,0,0,0,0,0,0,0,0,0
"4c601c50-6e7f-4941-8ade-217b5a40b9c8","b1d010371fae7901b9fd0ed15188a671",1,0,0,0,0,0,0,0,0,0,0,0
"acdd39c9-3dec-4e8a-a388-28dd546887cf","b1d010371fae7901b9fd0ed15188a671",1,0,0,0,0,0,0,0,0,0,0,0
"3bf367ca-4878-4d3c-a462-90fb5c4ce9fb","b1d010371fae7901b9fd0ed15188a671",0,0,0,1,0,0,0,1,1,1,0,1
"480aa88e-3f5a-4313-aa1e-776f50b9c5fe","3d23abb363856a27c7601fd6672bd5c0",0,0,0,1,1,1,0,0,1,0,0,1
"16ea9f01-576f-48d0-bca4-3fbe0172936c","2121cd939eb18e4942dc891e4d49dd06",0,0,0,0,0,0,0,1,0,0,0,0
"a90186e2-e7f5-423d-a119-9230249817a4","c15251cff68faccf4b27b37e8eb11447",1,1,0,1,1,0,1,1,1,1,1,0
"e8f750f2-0e77-448b-ab10-b9b39d4a9126","e4073accc32f02811fa0a6a5079aec27",1,1,1,0,1,1,1,1,0,0,0,0
"fdd82fbf-074b-4d1a-9ccb-37f9a203244b","e4073accc32f02811fa0a6a5079aec27",0,0,0,0,0,0,0,0,1,0,0,0
"e5a6ff0d-1f26-4175-993f-dbc2d34e81e5","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,0,1,0,0,0
"80a3d6d3-fa24-4454-ac2c-b815a7134ba7","b1d010371fae7901b9fd0ed15188a671",0,0,0,0,0,0,0,1,1,0,0,0
"8f11adb1-6ef5-41a0-8f6c-ff47584a3c02","2121cd939eb18e4942dc891e4d49dd06",0,1,0,1,0,0,0,0,1,1,0,1
"7eaf837a-760f-48de-b524-48b9fd064b6d","e435e2bdb6618f88f9a1ac1a6e8a4cb3",1,1,0,0,1,1,0,1,0,0,1,0
"b6470fcf-44f9-4bee-b633-c75ed3d6c882","b1d010371fae7901b9fd0ed15188a671",0,0,0,1,0,0,0,1,1,1,0,1
"45dba596-687f-4303-8f75-746c7688e925","b1d010371fae7901b9fd0ed15188a671",0,1,0,0,0,0,0,0,0,0,0,0
"81d04c31-89d1-4c50-8578-347a78ad0050","b0090872a6819c04bf810bd47f50ede1",1,1,0,1,0,0,0,1,1,0,1,0
"ccab0172-3f54-4c87-9228-3e4f6bf87bab","12bc8f52864c56c3dfbd8905a123f20c",0,1,0,0,0,0,0,1,0,0,0,1
"5cc1a85c-b81e-45b3-9e68-acf4e2daa370","b0090872a6819c04bf810bd47f50ede1",1,1,0,0,1,0,0,1,1,0,1,0
